source,classification,ID,Species,Culture collection number,Isolation source,Country,Continent,Category 1,Category 2,Category 3
bacdive,Limosilactobacillus,130382,Limosilactobacillus gorillae,"DSM 28356, JCM 19575, LMG 30914",Feces of a captive western lowland gorilla###faeces of a captive western lowland gorilla (<i>Gorilla gorilla gorilla</i>),Japan,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,130382,,,,,,#Host,#Mammals,#Primates
bacdive,Limosilactobacillus,6608,Limosilactobacillus ingluviei,"DSM 14792, JCM 11425, CCUG 48824, AHU 1736, CIP 109877, CIP 108373",chicken feces,Thailand,Asia,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,6608,,,,,,#Host,#Birds,#Chicken
bacdive,Limosilactobacillus,6609,Limosilactobacillus ingluviei,"CIP 107876, KCTC 3800, DSM 15946, CCUG 45722, LMG 20380, JCM 12531","Crop of pigeon###Pigeon crop###From pigeon crop###pigeon, crop",Belgium,Europe,#Host,#Birds,
bacdive,Limosilactobacillus,6584,Limosilactobacillus mucosae,"DSM 13345, CCUG 43179, CIP 106485, JCM 12515, KCTC 21011, LMG 19534, NCIMB 13705","Small intestine of pig###Pig small intestine,newly slaughtered###pig small intestine",Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,#Small intestine
bacdive,Limosilactobacillus,6584,,,,,,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,6585,Limosilactobacillus mucosae,"DSM 13346, CCUG 43180",pig small intestine,Sweden,Europe,#Host Body-Site,#Gastrointestinal tract,#Small intestine
bacdive,Limosilactobacillus,6585,,,,,,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,159409,Limosilactobacillus mucosae,DSM 102820,"feces; pig, 10 month old, genotype: APC1311/+ referring to the adenomatous-polyposis-coli (APC) protein",Germany,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,159409,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,6486,Limosilactobacillus oris,"DSM 4864, ATCC 49062, CIP 105162, NCDO 2160, NCIB 8831, CCUG 37396, JCM 11028, CECT 4021, CIP 103255, JCM 7507, KCTC 3670, LMG 9848, NCIMB 8831",human saliva,,,#Host Body Product,#Oral cavity and Airways,#Saliva
bacdive,Limosilactobacillus,6486,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6487,Limosilactobacillus oris,"DSM 4865, NCDO 2161",human saliva,,,#Host Body Product,#Oral cavity and Airways,#Saliva
bacdive,Limosilactobacillus,6487,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6488,Limosilactobacillus oris,"DSM 4866, NCDO 2163",human saliva,,,#Host Body Product,#Oral cavity and Airways,#Saliva
bacdive,Limosilactobacillus,6488,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6575,Limosilactobacillus panis,"DSM 6035, JCM 11053, CCUG 37482, CIP 109875",Rye sourdough###sourdough,Germany,Europe,#Engineered,#Food production,#Fermented
bacdive,Limosilactobacillus,6562,Limosilactobacillus pontis,"DSM 8475, ATCC 51518, JCM 11051, LMG 14187, CCUG 33456, LTH 2587, CIP 104232",Sourdough###Sour dough###rye sourdough,Germany,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Limosilactobacillus,6562,,,,,,#Engineered,#Food production,#Food
bacdive,Limosilactobacillus,6563,Limosilactobacillus pontis,"DSM 8476, ATCC 51519, LMG 14188, LTH 1735",rye sourdough,Germany,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Limosilactobacillus,6563,,,,,,#Engineered,#Food production,#Food
bacdive,Limosilactobacillus,6506,Limosilactobacillus reuteri,"DSM 20015, CIP 109822",manure,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,6507,Limosilactobacillus reuteri,"DSM 20016, ATCC 23272, CIP 109823, CCUG 33624, JCM 1112, BCC 49727, BCRC 14625, CECT 925, CIP 101887, IFO 15892, KCTC 3594, LMG 13557, LMG 9213, NBRC 15892, NCDO 2589, NCIMB 11951, NRRL B-14171, VTT E-92142","Human intestine,adult###intestine of adult",,,#Host Body-Site,#Gastrointestinal tract,
bacdive,Limosilactobacillus,6508,Limosilactobacillus reuteri,"DSM 20053, CIP 109824",human faeces,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,6508,,,,,,#Host,#Human,
bacdive,Limosilactobacillus,6509,Limosilactobacillus reuteri,"DSM 20056, CIP 109825",rat faeces,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,6509,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,130965,Limosilactobacillus reuteri,DSM 28673,caecal content; TNF<sup>deltaARE/+</sup> C57BL/6 mouse,Germany,Europe,#Host Body Product,#Gastrointestinal tract,#Caecal content
bacdive,Limosilactobacillus,130965,,,,,,#Host Body-Site,#Gastrointestinal tract,#Large intestine
bacdive,Limosilactobacillus,130965,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,130966,Limosilactobacillus reuteri,DSM 100191,newborn SPF mouse (6-day-old),Germany,Europe,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,130967,Limosilactobacillus reuteri,DSM 100192,wild mouse,Germany,Europe,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,130968,Limosilactobacillus reuteri,DSM 32035,C57BL/6J wildtype mouse,Switzerland,Europe,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,158987,Limosilactobacillus reuteri,DSM 108836,"feces; pig ,4 month old, genotype: APC1311/+ referring to the adenomatous-polyposis-coli (APC) protein",Germany,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Limosilactobacillus,158987,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Limosilactobacillus,6505,Limosilactobacillus reuteri subsp. rodentium,"DSM 17509, CIP 109821",rat gut,New Zealand,Australia and Oceania,#Host Body-Site,#Gastrointestinal tract,
bacdive,Limosilactobacillus,6505,,,,,,#Host,#Mammals,#Muridae (Mouse/Rat)
bacdive,Limosilactobacillus,6669,Limosilactobacillus secaliphilus,"DSM 17896, CCUG 53218, TMW 1.1309, CIP 109557, JCM 15613",Type II sourdough fermentation###Rye sourdough###sour dough,Germany,Europe,#Engineered,#Food production,#Fermented
bacdive,Limosilactobacillus,6558,Limosilactobacillus vaginalis,"DSM 5837, ATCC 49540, NCTC 12197, CCUG 31452, JCM 9505, BCRC 14735, CECT 4089, CIP 105932, KCTC 3515, LMG 12891, NCFB 2810, NCIMB 702810","Vagina of patients suffering from trichomonaiasis###Human vagina,patient with trichomoniasis###vaginal swab from patient with trichomoniasis",,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Limosilactobacillus,6558,,,,,,#Infection,#Patient,#Swab
bacdive,Limosilactobacillus,6558,,,,,,#Infection,#Patient,
bacdive,Limosilactobacillus,6558,,,,,,#Infection,#Disease,
bacdive,Bacillus,157979,Bacillus pseudalcaliphilus,DSM 29714,"Lake Elmenteita, Rift Valley, Kenya",,,#Environmental,#Aquatic,#Lake (large)
bacdive,Bacillus,1558,Bacillus arseniciselenatis,"DSM 15340, ATCC 700614, KCTC 5192",From anoxic muds###anoxic muds,USA,North America,#Condition,#Anoxic (anaerobic),
bacdive,Bacillus,1558,,,,,,#Environmental,#Terrestrial,#Mud (Sludge)
bacdive,Bacillus,159181,Bacillus aneurinilyticus,DSM 105329,wild boar,Canada,North America,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Bacillus,1207,Bacillus acidicola,"DSM 14745, ATCC BAA 366, CIP 109006, NRRL B-23453",sphagnum peat bog,USA,North America,#Host,#Plants,#Peat moss
bacdive,Bacillus,1207,,,,,,#Environmental,#Terrestrial,#Wetland (Swamp)
bacdive,Bacillus,140963,Bacillus albus,"MCCC 1A02146, KCTC 33710, LMG 28875, NBRC 113917",From sediments###sediment of the South China Sea,China,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Bacillus,140963,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Bacillus,130194,Bacillus massilioalgeriensis,"DSM 27334, CSUR P857",hypersaline sediment sample,Algeria,Africa,#Condition,#Saline,
bacdive,Bacillus,130194,,,,,,#Environmental,#Terrestrial,#Sediment
bacdive,Bacillus,158725,Alkalihalobacillus alkalilacus,"JCM 32184, MTCC 12637, KCTC 33880","Sediment from Sambhar lake###a sediment sample collected from the haloalkaline Sambhar lake, Jaipur",India,Asia,#Condition,#Saline,
bacdive,Bacillus,158725,,,,,,#Condition,#Alkaline,
bacdive,Bacillus,158725,,,,,,#Environmental,#Aquatic,#Lake (large)
bacdive,Bacillus,1263,Bacillus altitudinis,"DSM 21631, JCM 13350, MTCC 7306, BCRC 17879","Cryogenic tubes used for collecting air samples from high altitudes###cryogenic tubes used for collecting air samples from high altitudes (24, 28 and 41 km)###cryogenic tubes used for collecting air samples from high altitudes (41km)",India,Asia,#Environmental,#Air,
bacdive,Bacillus,1263,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Bacillus,130196,Bacillus altitudinis,"DSM 26896, CCUG 64113",Medicine product###contaminated health product,Portugal,Europe,#Engineered,#Contamination,
bacdive,Bacillus,159528,Bacillus altitudinis,DSM 108493,"feces; pig, 10 month old, genotype: APC1311/+ referring to the adenomatous-polyposis-coli (APC) protein",Germany,Europe,#Host,#Mammals,"#Suidae (Pig,Swine)"
bacdive,Bacillus,159528,,,,,,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Bacillus,1260,Bacillus alveayuensis,"DSM 19092, CIP 108784, JCM 12523, KCTC 10634",Deep sea sediment of the Ayu Trough (4000 m below sea level) in the western Pacific Ocean###deep sea sediment,,,#Environmental,#Aquatic,#Sediment
bacdive,Bacillus,1260,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Bacillus,577,Domibacillus aminovorans,"DSM 1314, NCIB 8292, NRS 341",soil,Netherlands,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,578,Bacillus aminovorans,"DSM 1782, NCIB 10492",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,579,Bacillus aminovorans,"DSM 1795, NCIB 11343",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,580,Bacillus aminovorans,DSM 4332,soil,Australia,Australia and Oceania,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,581,Bacillus aminovorans,DSM 4333,field soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,581,,,,,,#Engineered,#Agriculture,#Field
bacdive,Bacillus,582,Bacillus aminovorans,DSM 4337,field soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,582,,,,,,#Engineered,#Agriculture,#Field
bacdive,Bacillus,583,Bacillus aminovorans,DSM 4489,field soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,583,,,,,,#Engineered,#Agriculture,#Field
bacdive,Bacillus,584,Bacillus aminovorans,DSM 6800,decaying bark,Germany,Europe,#Host Body-Site,#Plant,#Bark
bacdive,Bacillus,584,,,,,,#Host,#Plants,#Decomposing plant
bacdive,Bacillus,585,Bacillus aminovorans,DSM 6801,soil of rhizosphere of decaying tree,Germany,Europe,#Host Body-Site,#Plant,#Rhizosphere
bacdive,Bacillus,585,,,,,,#Host,#Plants,#Tree
bacdive,Bacillus,585,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,585,,,,,,#Host,#Plants,#Decomposing plant
bacdive,Bacillus,586,Bacillus aminovorans,DSM 6802,soil of field,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,586,,,,,,#Engineered,#Agriculture,#Field
bacdive,Bacillus,587,Bacillus aminovorans,DSM 6803,forest soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,587,,,,,,#Environmental,#Terrestrial,#Forest
bacdive,Bacillus,588,Bacillus aminovorans,DSM 6804,soil of rhizosphere of sugar beet,Germany,Europe,#Host Body-Site,#Plant,#Rhizosphere
bacdive,Bacillus,588,,,,,,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Bacillus,588,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,589,Bacillus aminovorans,DSM 6805,soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23587,Bacillus aminovorans,DSM 4338,garden soil,Germany,Europe,#Engineered,#Agriculture,#Garden
bacdive,Bacillus,23587,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23588,Bacillus aminovorans,DSM 4339,sand,Africa,Africa,#Environmental,#Terrestrial,#Sandy
bacdive,Bacillus,23589,Bacillus aminovorans,DSM 4340,soil of dike,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23590,Bacillus aminovorans,DSM 4341,soil,Tunisia,Africa,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23591,Bacillus aminovorans,DSM 4342,soil,USA,North America,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23592,Bacillus aminovorans,DSM 4343,soil,USA,North America,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23593,Bacillus aminovorans,DSM 4345,soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23594,Bacillus aminovorans,DSM 4346,soil,Greece,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23595,Bacillus aminovorans,DSM 4347,soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23596,Bacillus aminovorans,DSM 4348,field soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23596,,,,,,#Engineered,#Agriculture,#Field
bacdive,Bacillus,23597,Bacillus aminovorans,DSM 4334,soil of riverbank,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23597,,,,,,#Environmental,#Aquatic,#River (Creek)
bacdive,Bacillus,23598,Bacillus aminovorans,DSM 4335,soil of lawn,Germany,Europe,#Host,#Plants,"#Herbaceous plants (Grass,Crops)"
bacdive,Bacillus,23598,,,,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23599,Bacillus aminovorans,DSM 4336,field soil,Germany,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,23599,,,,,,#Engineered,#Agriculture,#Field
bacdive,Bacillus,594,Bacillus amyloliquefaciens,"DSM 1064, OUT 8419",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,595,Bacillus amyloliquefaciens,"DSM 1065, OUT 8420",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,596,Bacillus amyloliquefaciens,"DSM 1066, OUT 8421",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,597,Bacillus amyloliquefaciens,"DSM 1067, OUT 8426",soil,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,598,Bacillus amyloliquefaciens,"DSM 7, ATCC 23350, CCUG 28519, NRRL B-14393, Fukumoto strain F",Soil###soil and industrial  amylase  fermentations,,,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,598,,,,,,#Engineered,#Industrial,#Industrial production
bacdive,Bacillus,145819,Bacillus amyloliquefaciens,CCUG 29690 B,TSB-broth,Sweden,Europe,#Engineered,#Industrial,#Engineered product
bacdive,Bacillus,146967,Bacillus amyloliquefaciens,CCUG 32562,Bread,Sweden,Europe,#Engineered,#Food production,#Food
bacdive,Bacillus,147051,Bacillus amyloliquefaciens,CCUG 32744,Human drain,Sweden,Europe,#Infection,#Patient,
bacdive,Bacillus,147051,,,,,,#Host Body Product,#Fluids,
bacdive,Bacillus,147051,,,,,,#Host,#Human,
bacdive,Bacillus,147052,Bacillus amyloliquefaciens,CCUG 32745,Human drain,Sweden,Europe,#Infection,#Patient,
bacdive,Bacillus,147052,,,,,,#Host Body Product,#Fluids,
bacdive,Bacillus,147052,,,,,,#Host,#Human,
bacdive,Bacillus,147532,Bacillus amyloliquefaciens,CCUG 33754,Human feces,Sweden,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Bacillus,147532,,,,,,#Host,#Human,
bacdive,Bacillus,148350,Bacillus amyloliquefaciens,CCUG 35269,Industry,Sweden,Europe,#Engineered,#Industrial,
bacdive,Bacillus,148433,Bacillus amyloliquefaciens,CCUG 35441,Industry,Sweden,Europe,#Engineered,#Industrial,
bacdive,Bacillus,149420,Bacillus amyloliquefaciens,CCUG 37700 A,Buffer,Sweden,Europe,#Engineered,#Industrial,#Engineered product
bacdive,Bacillus,149590,Bacillus amyloliquefaciens,CCUG 38022,Animal food,Sweden,Europe,#Engineered,#Food production,#Animal feed
bacdive,Bacillus,155579,Bacillus arbutinivorans,CCUG 58226,"Industry,sterile test",Sweden,Europe,#Engineered,#Laboratory,
bacdive,Bacillus,155579,,,,,,#Engineered,#Industrial,
bacdive,Bacillus,1290,Priestia aryabhattai,"DSM 21047, JCM 13839, MTCC 7755",Cryogenic tube used for collecting an air sample from an altitude of 40-41.4 km###cryogenic tube used for collecting air from an altitude of 40–41.4 km,India,Asia,#Environmental,#Air,
bacdive,Bacillus,1290,,,,,,#Engineered,#Industrial,#Engineered product
bacdive,Bacillus,1076,Bacillus atrophaeus,"DSM 5551, NRRL NRS-253, NRS 1936, NRS 253",air,,,#Environmental,#Air,
bacdive,Bacillus,1077,Bacillus atrophaeus,"DSM 7264, ATCC 49337, NRRL NRS-213, CCUG 28524, JCM 9070, CIP 107159, IFO 15539, KCTC 3701, LMG 16797, NBRC 15539, NCIMB 12899",soil,USA,North America,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,1078,Bacillus atrophaeus,DSM 30650,"spacecraft-associated clean room class ISO 8, Herschel Space Observatory",Netherlands,Europe,#Engineered,#Built environment,#Clean room
bacdive,Bacillus,1079,Bacillus atrophaeus,DSM 30662,"spacecraft-associated clean room class ISO 8, Herschel Space Observatory",Netherlands,Europe,#Engineered,#Built environment,#Clean room
bacdive,Bacillus,22920,Bacillus atrophaeus,DSM 30923,parachute,Italy,Europe,#Engineered,#Industrial,#Engineered product
bacdive,Bacillus,151805,Bacillus atrophaeus,CCUG 44943,Industrial follow-up,Sweden,Europe,#Engineered,#Industrial,
bacdive,Bacillus,151806,Bacillus atrophaeus,CCUG 44944,Industrial follow-up,Sweden,Europe,#Engineered,#Industrial,
bacdive,Bacillus,155923,Bacillus atrophaeus,CCUG 59659 B,"Spore strip,industry",Sweden,Europe,#Engineered,#Industrial,#Machines and devices
bacdive,Bacillus,156339,Bacillus atrophaeus,CCUG 61211,"Positive control,industry",Sweden,Europe,#Engineered,#Industrial,
bacdive,Bacillus,140878,Bacillus australimaris,"MCCC 1A05787, LMG 27697, KCTC 33532","Sediment of the South China Sea, at a water depth of 756 m",China,Asia,#Environmental,#Aquatic,#Sediment
bacdive,Bacillus,140878,,,,,,#Environmental,#Aquatic,#Marine
bacdive,Bacillus,604,Bacillus badius,DSM 30822,"spacecraft-associated clean room class ISO 8,  Herschel Space Observatory",French Guiana,Middle and South America,#Engineered,#Built environment,#Clean room
bacdive,Bacillus,153778,Neobacillus bataviensis,CCUG 50947,Human joint fluid,Norway,Europe,#Infection,#Patient,
bacdive,Bacillus,153778,,,,,,#Host Body-Site,#Limb,#Joint
bacdive,Bacillus,153778,,,,,,#Host Body Product,#Fluids,
bacdive,Bacillus,153778,,,,,,#Host,#Human,
bacdive,Bacillus,1068,Bacillus benzoevorans,DSM 3078,lake sediment,USA,North America,#Environmental,#Aquatic,#Sediment
bacdive,Bacillus,1068,,,,,,#Environmental,#Aquatic,#Lake (large)
bacdive,Bacillus,1069,Bacillus benzoevorans,"DSM 5391, ATCC 49005, CCM 3364, LMD 79.7, NCIB 12555",soil,France,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,1070,Bacillus benzoevorans,"DSM 5392, LMD 79.10, NCIB 12556",soil,France,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,1071,Bacillus benzoevorans,"DSM 6385, CIP 104567",soil,Brazil,Middle and South America,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,1072,Bacillus benzoevorans,"DSM 6410, CIP 103484",soil,France,Europe,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,151754,Bacillus benzoevorans,CCUG 44796 A,"Human blood,65-yr-old woman,leukemia",Norway,Europe,#Infection,#Patient,
bacdive,Bacillus,151754,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Bacillus,151754,,,,,,#Host,#Human,#Female
bacdive,Bacillus,152441,Bacillus benzoevorans,CCUG 46794,"Human blood,59-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Bacillus,152441,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Bacillus,152441,,,,,,#Host,#Human,#Female
bacdive,Bacillus,23663,Bacillus bingmayongensis,"DSM 25427, CGMCC 1.12043, CIP 111020, FJAT 13831",soil,China,Asia,#Environmental,#Terrestrial,#Soil
bacdive,Bacillus,134104,Alkalihalobacillus bogoriensis,"ATCC BAA 922, LMG 22234, LBB 3",hypersaline environment,,,#Condition,#Saline,
bacdive,Bacillus,158610,Margalitia camelliae,"CGMCC 1.15374, KCTC 33845",From pu'er tea###a ripened Pu'er tea sample obtained from a manufacturer,China,Asia,#Engineered,#Food production,#Beverage
bacdive,Bacillus,158610,,,,,,#Host,#Plants,#Shrub (Scrub)
bacdive,Bacillus,158610,,,,,,#Host Body-Site,#Plant,#Leaf (Phyllosphere)
bacdive,Bacillus,158610,,,,,,#Engineered,#Food production,#Fermented
bacdive,Bacillus,131455,Mesobacillus campisalis,"DSM 28801, MTCC 11848",solar saltern,India,Asia,#Condition,#Saline,
bacdive,Bacillus,133510,Bacillus canaveralius,"ATCC BAA 1493, MTCC 8908, KSC SF8b",built environment,,,#Engineered,#Built environment,
bacdive,Bacillus,133067,Bacillus capparidis,"DSM 103394, CGMCC 1.12820, KCTC 33514, EGI 6500252",surface-sterilized roots of the medicinal plant <i>Capparis spinosa</i> L.,China,Asia,#Host Body-Site,#Plant,#Sterilized plant part
bacdive,Bacillus,133067,,,,,,#Host Body-Site,#Plant,#Root (Rhizome)
